TCP_name_heading,entity_type,entity_title,wiki_entity_id,description,what,aliases,Library of Congress authority ID,VIAF cluster ID,Oxford Dictionary of National Biography ID,Encyclopædia Britannica Online ID,writing language,date of birth,date of death,manner of death,cause of death,country of citizenship,occupation,student of,position held,field of work,religion or worldview,sex or gender,educated at,diocese,described by source,Oxford DNB Link
"Cary, T. (Thomas) Cary, T. (Thomas), born 1605 or 6",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Casas, Bartolomé de las Casas, Bartolomé de las, 1474",PERSON,Bartolomé de las Casas,Q207416,"Spanish Dominican friar, historian, and social reformer (1474–1566)",human,"['Bartolome de Las Casas Laury Isabella Jauregui', 'Bartholomé de Las Casas', 'Bartolomeo de Las Casas']",n80010286,46758461,,biography/Bartolome-de-Las-Casas,,"['+1474-11-11T00:00:00Z', '+1474-00-00T00:00:00Z', '+1484-11-11T00:00:00Z']","['+1566-07-17T00:00:00Z', '+1566-00-00T00:00:00Z']",,,Spain (Q29),"['writer (Q36180)', 'theologian (Q1234713)', 'chronicler (Q3330547)', 'jurist (Q185351)', 'historian (Q201788)', 'human rights defender (Q1476215)', 'Latin Catholic priest (Q1469535)', 'missionary (Q219477)', 'anthropologist (Q4773904)', 'friar (Q548320)']",,bishop of San Cristóbal de las Casas (Q104889309),,Catholic Church (Q9592),male (Q6581097),University of Salamanca (Q308963),,"[""Appletons' Cyclopædia of American Biography (Q12912667)"", ""Hoff's Kurze Biographien, vol 2 (Q27051827)"", 'The Nuttall Encyclopædia (Q3181656)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', ""Library of the World's Best Literature (Q19098835)"", 'Small Brockhaus and Efron Encyclopedic Dictionary (Q19180675)', 'Great Soviet Encyclopedia (1926–1947) (Q20078554)', 'Encyclopædia Britannica 11th edition (Q867541)', 'Granat Encyclopedic Dictionary (Q4532138)']",
"Cassius Longinus, circa 213-273, attributed name",PERSON,Gaius Cassius Longinus,Q207370,"ancient Roman politician, known for his role in the assassination of Julius Caesar",human,"['Cassius', 'Caius Cassius']",nr2007003009,"['25397785', '83159518069732770962', '78773137']",,"['biography/Gaius-Cassius', 'biography/Gaius-Cassius-Longinus-Roman-quaestor']",,-0082-00-00T00:00:00Z,-0042-00-00T00:00:00Z,suicide (Q10737),exsanguination (Q4241510),Ancient Rome (Q1747689),"['politician (Q82955)', 'military personnel (Q47064)']",,"['tribune of the plebs (Q11704729)', 'quaestor (Q189430)', 'praetor (Q172907)', 'Roman governor (Q1190123)', 'moneyer (Q1861571)']",,,male (Q6581097),,,"['Sytin Military Encyclopedia (Q4114391)', 'Jewish Encyclopedia of Brockhaus and Efron (Q4173137)', 'Pauly–Wissowa (Q1138524)', ""Russian translation of Lübker's Antiquity Lexicon (Q30059240)"", 'The Nuttall Encyclopædia (Q3181656)', 'Meyers Konversations-Lexikon, 4th edition (1885–1890) (Q19219752)']",
Catholic Church. Pope (1534-1549 : Paul III). Ejus qui immobilis permanens. English & Latin.,PERSON,Pope Paul III,Q133001,pope of the Catholic Church from 1534 to 1549 (1468–1549),human,"['Pope Paul III', 'Alessandro Farnese', 'Paulus III', 'Paulus PP. III']",n82037510,51803934,,biography/Paul-III,,+1468-02-29T00:00:00Z,+1549-11-10T00:00:00Z,,,Papal States (Q170174),Catholic priest (Q250867),,"['Pope (Q19546)', 'Dean of the College of Cardinals (Q449676)', 'protonotary apostolic (Q620175)', 'archbishop (Q49476)', 'Cardinal-Bishop of Palestrina (Q103501493)', 'Roman Catholic Bishop of Montefiascone (Q112056001)', 'Roman Catholic Bishop of Parma (Q105394109)', 'diocesan bishop (Q1144278)', 'apostolic administrator (Q1993358)', 'apostolic administrator (Q1993358)', 'Cardinal-Bishop of Frascati (Q103676187)']",administration and management of the church (Q115154803),Catholic Church (Q9592),male (Q6581097),University of Pisa (Q645663),,"[""Otto's encyclopedia (Q2041543)"", 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Small Brockhaus and Efron Encyclopedic Dictionary (Q19180675)', 'Great Soviet Encyclopedia (1926–1947) (Q20078554)', 'Yuzhakov Big Encyclopedia (Q4091878)', 'The Nuttall Encyclopædia (Q3181656)', 'Contemporaries of Erasmus (vol. 3) (Q114245308)', 'Wikitólica (Q138600930)']",
Catholic Church. Pope (1566-1572 : Pius V). Regnans in excelsis. English & Latin.,PERSON,Pope Pius V,Q131945,"16th‑century Italian pope and Catholic saint, leading Counter‑Reformation reformer",human,"['Pope Pius V', 'Michele Ghislieri', 'Pope Saint Pius V', 'Pope St. Pius V', 'Saint Pius V', 'Antonio Ghislieri']",n79086294,89607114,,biography/Saint-Pius-V,Latin (Q397),+1504-01-17T00:00:00Z,+1572-05-01T00:00:00Z,natural causes (Q3739104),prostate cancer (Q181257),Papal States (Q170174),"['Catholic priest (Q250867)', 'Catholic bishop (Q611644)']",,"['Pope (Q19546)', 'Roman Catholic Bishop of Mondovì (Q59773494)', 'Roman Catholic Bishop of Nepi and Sutri (Q135726555)', 'cardinal priest (Q2033341)']",,Catholic Church (Q9592),male (Q6581097),University of Bologna (Q131262),,"[""Otto's encyclopedia (Q2041543)"", 'Jewish Encyclopedia of Brockhaus and Efron (Q4173137)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Small Brockhaus and Efron Encyclopedic Dictionary (Q19180675)', 'The Nuttall Encyclopædia (Q3181656)', ""The New Student's Reference Work (Q16082057)"", 'Wikitólica (Q138600930)']",
Catholic Church. Pope (1605-1621 : Paul V),PERSON,Pope Paul V,Q132711,233rd pope of the Roman Catholic Church from 1605 to 1621,human,"['Pope Paul V', 'Camillo Borghese', 'Paulus V', 'Paul V. Papst', 'Paulus PP. V', 'papa Paolo V', 'Pope Paulus V', 'pape Paul V', 'Camille Borghèse', 'Camillo Borghèse']",n85144319,5065712,,biography/Paul-V,,+1552-09-17T00:00:00Z,+1621-01-28T00:00:00Z,natural causes (Q3739104),stroke (Q12202),Papal States (Q170174),"['Latin Catholic priest (Q1469535)', 'Catholic bishop (Q611644)']",,"['Pope (Q19546)', 'Roman Catholic Bishop of Iesi (Q122496992)', 'Cardinal Vicar (Q1729117)']",,Catholic Church (Q9592),male (Q6581097),"['University of Padua (Q193510)', 'University of Bologna (Q131262)', 'University of Perugia (Q748085)']",,"[""Otto's encyclopedia (Q2041543)"", 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Small Brockhaus and Efron Encyclopedic Dictionary (Q19180675)', 'Yuzhakov Big Encyclopedia (Q4091878)', 'The Nuttall Encyclopædia (Q3181656)', 'The Catholic Encyclopedia (Q302556)', 'Wikitólica (Q138600930)']",
Catholic Church. Pope (1623-1644 : Urban VIII),PERSON,Pope Urban VIII,Q131579,235 pope of the Catholic Church from 1623 to 1644 (1568–1644),human,"['Maffeo Barberini', 'Pope Urban VIII', 'Urbanus VIII']",n85112080,96062867,,biography/Urban-VIII,,"['+1568-04-05T00:00:00Z', '+1568-04-15T00:00:00Z']",+1644-07-29T00:00:00Z,natural causes (Q3739104),cerebrovascular disease (Q3010352),,"['Catholic priest (Q250867)', 'patron of the arts (Q15472169)', 'writer (Q36180)', 'Catholic bishop (Q611644)']",,"['Pope (Q19546)', 'Camerlengo of the Sacred College of Cardinals (Q1813197)', 'diocesan bishop (Q1144278)', 'titular archbishop (Q50362553)', 'Apostolic Nuncio to France (Q37803746)']",,"['Catholic Church (Q9592)', 'Catholicism (Q1841)']",male (Q6581097),"['University of Pisa (Q645663)', 'Pontifical Gregorian University (Q467025)', 'College of Saint John the Evangelist (Q134283977)']",,"['BEIC Digital Library (Q51955019)', 'Small Brockhaus and Efron Encyclopedic Dictionary (Q19180675)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'The Nuttall Encyclopædia (Q3181656)', 'Small Brockhaus and Efron Encyclopedic Dictionary (Q19180675)', 'Wikitólica (Q138600930)']",
Catholic Church. Pope (1676-1689 : Innocent XI),PERSON,Pope Innocent XI,Q101286,pope of the Catholic Church from 1676 to 1689,human,"['Pope Innocent XI', 'Benedetto Odescalchi']",n83046109,54261450,,biography/Blessed-Innocent-XI,,+1611-05-19T00:00:00Z,+1689-08-12T00:00:00Z,,,Papal States (Q170174),"['Catholic priest (Q250867)', 'Catholic bishop (Q611644)']",,"['Pope (Q19546)', 'Camerlengo of the Sacred College of Cardinals (Q1813197)', 'diocesan bishop (Q1144278)']","['Christian Church (Q34651)', 'Christianity (Q5043)', 'papacy (Q12774933)', 'papacy (Q12774933)']",Catholic Church (Q9592),male (Q6581097),Sapienza University of Rome (Q209344),,"['Nordisk familjebok (Q678259)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Small Brockhaus and Efron Encyclopedic Dictionary (Q19180675)', 'The Nuttall Encyclopædia (Q3181656)', 'Jewish Encyclopedia of Brockhaus and Efron (Q4173137)', 'Encyclopædia Britannica 11th edition (Q867541)', 'Wikitólica (Q138600930)']",
"Catlett Catlett, Thomas",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Cawdry Cawdry, Robert",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Celio Augustino Curione, 1538-1567",PERSON,Celio Augustino Curione,Q104903947,Italian humanist (1538-1567),human,['Celio Agostino Curione'],n84233185,56951699,,,Latin (Q397),+1538-00-00T00:00:00Z,"['+1567-10-24T00:00:00Z', '+1567-00-00T00:00:00Z']",,,,"['literary scholar (Q6673651)', 'humanist (Q10527030)']",,,,,male (Q6581097),,,,
"Celso Maffei, circa 1425-1508",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Cerisiers, René de Cerisiers, René de, 1609",PERSON,René de Ceriziers,Q60611844,French theologian and historian,human,['René de Cerisiers'],n84017234,"['68971668', '316397381']",,,French (Q150),"['+1603-00-00T00:00:00Z', '+1609-01-01T00:00:00Z']",+1662-01-01T00:00:00Z,,,,"['historian (Q201788)', 'theologian (Q1234713)', 'Catholic priest (Q250867)']",,aumônier du roi (Q58431860),"['theology (Q34178)', 'historiography (Q50675)', 'philosophy (Q5891)']",,male (Q6581097),,,Biographie universelle ancienne et moderne (Q19135495),
"Cesare Baronio, 1538-1607",PERSON,Caesar Baronius,Q317900,Italian cardinal and ecclesiastical historian (1538–1607),human,"['Cesare Baronio', 'Cardinal Cesare Baronio', 'Cesare, Cardinal Baronio']",n85195776,17326794,,biography/Caesar-Baronius,,"['+1538-08-30T00:00:00Z', '+1538-10-30T00:00:00Z', '+1538-10-00T00:00:00Z', '+1538-10-31T00:00:00Z']",+1607-06-30T00:00:00Z,,,,"['librarian (Q182436)', 'church historian (Q1743122)', 'historian (Q201788)', 'writer (Q36180)', 'Catholic priest (Q250867)', 'Catholic deacon (Q25393460)', 'Catholic bishop (Q611644)', 'independent publisher (Q115793211)']",,"['cardinal (Q45722)', 'Prefect of the Vatican Library (Q19823475)']",,Catholic Church (Q9592),male (Q6581097),,,"['Svensk uppslagsbok (Q1766280)', 'The Nuttall Encyclopædia (Q3181656)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Orthodox Theological Encyclopedia (Q19211082)', 'Great Soviet Encyclopedia (1926–1947) (Q20078554)', 'Small Brockhaus and Efron Encyclopedic Dictionary (Q19180675)', 'Encyclopædia Britannica 11th edition (Q867541)', 'The Catholic Encyclopedia (Q302556)']",
"Chadwell Chadwell, William",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Chafie Chafie, Thomas",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Charles Aleyn, died 1640",PERSON,Charles Aleyn,Q5075057,poet,human,,no00026611,29876145,339.0,,,+1599-01-01T00:00:00Z,+1640-01-01T00:00:00Z,,,,poet (Q49757),,,,,male (Q6581097),Sidney Sussex College (Q327116),,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Aleyn,_Charles"
"Charles Blount, 1654-1693",PERSON,"Charles Blount, 5th Baron Mountjoy",Q5075656,English courtier and peer,human,,,188706808,2682.0,,,+1516-06-28T00:00:00Z,+1544-10-10T00:00:00Z,,,,,,,,,male (Q6581097),,,"['Dictionary of National Biography, 1885–1900 (Q15987216)', 'Contemporaries of Erasmus (vol. 1) (Q21243246)']",
"Charles Cotton, 1630-1687",PERSON,Charles Cotton,Q2958807,English poet and angler (1630–1687),human,,n50018183,7420088,6410.0,biography/Charles-Cotton,English (Q1860),"['+1630-04-28T00:00:00Z', '+1630-01-01T00:00:00Z']","['+1687-02-16T00:00:00Z', '+1687-01-01T00:00:00Z']",,,,"['writer (Q36180)', 'poet (Q49757)', 'translator (Q333634)']",,,"['poetry (Q482)', 'literature (Q8242)', 'translation into English (Q113784867)', 'translation from French (Q113785229)']",,male (Q6581097),,,"['Dictionary of National Biography, 1885–1900 (Q15987216)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'The Nuttall Encyclopædia (Q3181656)', ""Library of the World's Best Literature (Q19098835)"", 'Encyclopædia Britannica 11th edition (Q867541)', 'The American Cyclopædia (Q19077875)', 'New International Encyclopedia (Q1029706)']",
"Charles Courtney, died 1612",PERSON,Charles E. Courtney,Q5077072,American rower and rowing coach (1849–1920),human,"['Charles Edward Courtney', 'Charles Courtney']",n88183304,18021237,,,,+1849-11-13T00:00:00Z,+1920-07-17T00:00:00Z,,,United States (Q30),"['rower (Q13382576)', 'rowing coach (Q21121588)']",,,,,male (Q6581097),Oakwood Friends School (Q7074307),,,
"Charles Croke, 1590 or 91-1657",PERSON,Charles Croke,Q5076553,English priest,human,,n85144251,34800584,6730.0,,,+1590-01-01T00:00:00Z,+1657-01-01T00:00:00Z,,,,cleric (Q2259532),,Gresham Professor of Rhetoric (Q5607600),,Anglicanism (Q6423963),male (Q6581097),Christ Church (Q745967),,,"https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Croke,_John_(1553-1620)"
"Charles Davenant, 1656-1714",PERSON,Charles Davenant,Q2372111,British economist (1656-1714),human,,n83177769,39386958,7195.0,,English (Q1860),+1656-11-17T00:00:00Z,+1714-11-06T00:00:00Z,,,Kingdom of Great Britain (Q161885),"['economist (Q188094)', 'politician (Q82955)']",,"['Member of Parliament in the Parliament of England (Q18018860)', 'Member of the 1685-87 Parliament (Q96804069)', 'Member of the 1698-1700 Parliament (Q96808528)', 'Member of the 1701 Parliament (Q96809427)']",economics (Q8134),,male (Q6581097),"['Balliol College (Q805285)', 'Cheam School (Q5088830)']",,"['Svensk uppslagsbok (Q1766280)', 'Dictionary of National Biography, 1885–1900 (Q15987216)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'BEIC Digital Library (Q51955019)', 'Encyclopædia Britannica 11th edition (Q867541)']",
"Charles Dickesonn, engraver",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Charles Fitz-Geffry, 1575?-1638",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Charles Gataker, 1614 or 15-1680",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Charles Gibbes, 1604-1681",PERSON,Sydney Gibbes,Q1150551,British academic (1876-1963),human,"['Charles Gibbes', 'Charles Sydney Gibbes']",n00036422,20571190,,,,+1876-01-19T00:00:00Z,+1963-03-24T00:00:00Z,,,United Kingdom (Q145),"['teacher (Q37226)', 'diplomat (Q193391)']",,,,Eastern Orthodoxy (Q3333484),male (Q6581097),St John's College (Q691283),,,
"Charles Gibbon, active 1589-1604",PERSON,Charles Gibbon,Q17309064,British novelist,human,,n87894121,18750894,10588.0,,,+1843-01-01T00:00:00Z,+1890-01-01T00:00:00Z,,,United Kingdom of Great Britain and Ireland (Q174193),writer (Q36180),,,,,male (Q6581097),,,"['Dictionary of National Biography, first supplement (Q16014700)', ""Library of the World's Best Literature (Q19098835)""]","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1901_supplement/Gibbon,_Charles_(1843-1890)"
"Charles Gobinet, 1614-1690",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Charles Herle, 1598-1659",PERSON,Charles Herle,Q5079008,English theologian,human,,n85013520,32345820,13080.0,,,+1598-01-01T00:00:00Z,+1659-01-01T00:00:00Z,,,,theologian (Q1234713),,,,Presbyterianism (Q178169),male (Q6581097),Exeter College (Q81173),,"Dictionary of National Biography, 1885–1900 (Q15987216)",
"Charles Hickman, 1648-1713",PERSON,Charles Hickman,Q5079029,Anglican Bishop of Derry,human,,n84133418,34801857,13210.0,,,+1648-01-01T00:00:00Z,+1713-11-18T00:00:00Z,,,Kingdom of England (Q179876),Anglican priest (Q3409375),,,,Anglicanism (Q6423963),male (Q6581097),,,"Dictionary of National Biography, 1885–1900 (Q15987216)",
"Charles Hoole, 1610-1667",PERSON,Charles Hoole,Q16539322,British educationist,human,,n50028932,89145857810723020231,13701.0,,,+1610-00-00T00:00:00Z,+1667-00-00T00:00:00Z,,,Kingdom of England (Q179876),"['pedagogue (Q1231865)', 'translator (Q333634)']",,,,Anglicanism (Q6423963),male (Q6581097),,,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Hoole,_Charles"
"Charles Hotham, 1615-1672",PERSON,"Sir Charles Hotham, 4th Baronet",Q25636603,English Member of Parliament (died 1723),human,"['Charles Hotham', 'Sir Charles Hotham, 4th Bt.']",,,,,,+1663-01-01T00:00:00Z,"['+1723-01-08T00:00:00Z', '+1722-01-08T00:00:00Z']",,,"['Kingdom of England (Q179876)', 'Kingdom of Great Britain (Q161885)']",politician (Q82955),,"['Member of Parliament in the Parliament of England (Q18018860)', 'Member of the 1695-98 Parliament (Q96807765)', 'Member of the 1698-1700 Parliament (Q96808528)', 'Member of the 1701-02 Parliament (Q96810213)', 'member of the 1st Parliament of Great Britain (Q63462632)', 'member of the 2nd Parliament of Great Britain (Q96776409)', 'member of the 3rd Parliament of Great Britain (Q96776411)', 'member of the 6th Parliament of Great Britain (Q96776417)', 'member of the 5th Parliament of Great Britain (Q96776415)', 'member of the 4th Parliament of Great Britain (Q96776414)']",,,male (Q6581097),St John's College (Q691283),,,
"Charles Hotham, 1615-1672?",PERSON,"Sir Charles Hotham, 4th Baronet",Q25636603,English Member of Parliament (died 1723),human,"['Charles Hotham', 'Sir Charles Hotham, 4th Bt.']",,,,,,+1663-01-01T00:00:00Z,"['+1723-01-08T00:00:00Z', '+1722-01-08T00:00:00Z']",,,"['Kingdom of England (Q179876)', 'Kingdom of Great Britain (Q161885)']",politician (Q82955),,"['Member of Parliament in the Parliament of England (Q18018860)', 'Member of the 1695-98 Parliament (Q96807765)', 'Member of the 1698-1700 Parliament (Q96808528)', 'Member of the 1701-02 Parliament (Q96810213)', 'member of the 1st Parliament of Great Britain (Q63462632)', 'member of the 2nd Parliament of Great Britain (Q96776409)', 'member of the 3rd Parliament of Great Britain (Q96776411)', 'member of the 6th Parliament of Great Britain (Q96776417)', 'member of the 5th Parliament of Great Britain (Q96776415)', 'member of the 4th Parliament of Great Britain (Q96776414)']",,,male (Q6581097),St John's College (Q691283),,,
"Charles Mason, 1616-1677",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Charles Molloy, 1646-1690",PERSON,Charles Molloy (lawyer),Q5081016,Irish lawyer known as a writer on maritime law,human,,n85116477,100204866,18914.0,,,+1640-01-01T00:00:00Z,+1690-01-01T00:00:00Z,,,,"['author (Q482980)', 'lawyer (Q40348)']",,,,,male (Q6581097),,,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Molloy,_Charles_(1646-1690)"
"Charles Morton, 1627-1698",PERSON,Charles Morton (impresario),Q5081117,British theatre impresario,human,,n97875851,53454588,50957.0,,,+1819-01-01T00:00:00Z,+1904-01-01T00:00:00Z,,,United Kingdom of Great Britain and Ireland (Q174193),theatre manager (Q1776724),,,,,male (Q6581097),,,,
"Charles Odingsells, died 1637",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Charles Richard Sumner, 1790-1874",PERSON,Charles Sumner (bishop),Q4406611,Bishop of Winchester; Bishop of Llandaff (1790-1874),human,"['Charles Richard Sumner', 'Rt. Rev. Charles Richard Sumner']",no89011778,52121349,26784.0,,,+1790-11-22T00:00:00Z,+1874-08-15T00:00:00Z,,,United Kingdom (Q145),"['librarian (Q182436)', 'Anglican priest (Q3409375)']",,"['Anglican Bishop of Winchester (Q1271558)', 'Anglican Bishop of Llandaff (Q458634)', ""Dean of St Paul's (Q5246665)""]",,Anglicanism (Q6423963),male (Q6581097),"['Eton College (Q192088)', 'Trinity College (Q332342)']",Diocese of Winchester (Q3300687),"['Dictionary of National Biography, 1885–1900 (Q15987216)', 'Cyclopaedia of Biblical, Theological and Ecclesiastical Literature (Q3699850)', None, 'Encyclopædia Britannica 11th edition (Q867541)']","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Sumner,_Charles_Richard"
"Charles Sorel, 1602?-1674",PERSON,"Charles Sorel, sieur de Souvigny",Q633302,French writer (1600–1674),human,"['Charles Sorel, sieur de Souvigny']",n50014121,100257767,,,French (Q150),+1600-01-01T00:00:00Z,"['+1674-03-07T00:00:00Z', '+1674-03-03T00:00:00Z']",,,France (Q142),"['writer (Q36180)', 'historian (Q201788)', 'novelist (Q6625963)']",,historiographer of France (Q38566130),,,male (Q6581097),,,"['Armenian Soviet Encyclopedia (Q2657718)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Granat Encyclopedic Dictionary (Q4532138)', 'Encyclopædia Britannica 11th edition (Q867541)']",
"Chassepol, François de Chassepol, François de, 17th cent",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Chetwind Chetwind, Charles",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Chidley Chidley, Samuel",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Childrey, J. (Joshua) Childrey, J. (Joshua), 1623",PERSON,Childrey,Q2654971,"village and civil parish in Vale of White Horse, Oxfordshire, England",civil parish,"['Childrey, Oxfordshire', 'Childrey, Oxon']",nb2005005885,126920456,,,,,,,,,,,,,,,,,,
